---------------------------------------------------------------------------------------------------
                                 COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
ADM       TPS3895ADRYR_AK_DFN_6P_20_57X39/TPS3895ADRYR AK_DFN_6P_20_57X39_TI   5787.85   6848.60   147.011   173.954 180 N
HQ29      2N7002BKS_NXP_AK_SOIC_6P_26_85X/2N7002BKS AK_SOIC_6P_26_85X83   4020.00  13240.00   102.108   336.296 0   N
HQ30      2N7002BKS_NXP_AK_SOIC_6P_26_85X/2N7002BKS AK_SOIC_6P_26_85X83   4140.00  13240.00   105.156   336.296 0   N
HQ45      N_MOS_SOT23_ANPEC_SOT23_H43_DIS/2N7002K SOT23_H43            7322.35   8188.40   185.988   207.985 270 N
HQ46      N_MOS_SOT23_ANPEC_SOT23_H43_DIS/2N7002K SOT23_H43            7195.95   8188.77   182.777   207.995 270 N
HQ50      2N7002BKS_NXP_AK_SOIC_6P_26_85X/2N7002BKS AK_SOIC_6P_26_85X83  18028.22   4996.70   457.917   126.916 180 N
HQ51      2N7002BKS_NXP_AK_SOIC_6P_26_85X/2N7002BKS AK_SOIC_6P_26_85X83  18081.99   9544.60   459.283   242.433 180 N
HQ52      N_MOS_SOT23_ANPEC_SOT23_H43_DIS/2N7002K SOT23_H43            6650.00   8410.00   168.910   213.614 180 N
HQ53      N_MOS_SOT23_ANPEC_SOT23_H43_DIS/2N7002K SOT23_H43            8680.00   8450.00   220.472   214.630 270 N
HQ54      N_MOS_SOT23_ANPEC_SOT23_H43_DIS/2N7002K SOT23_H43            8550.00   8450.00   217.170   214.630 270 N
HQ55      N_MOS_SOT23_ANPEC_SOT23_H43_DIS/2N7002K SOT23_H43            6840.98  11797.60   173.761   299.659 180 N
HQ56      N_MOS_SOT23_ANPEC_SOT23_H43_DIS/2N7002K SOT23_H43            3985.92  11597.04   101.242   294.565 180 N
HQ57      N_MOS_SOT23_ANPEC_SOT23_H43_DIS/2N7002K SOT23_H43            7001.13  11609.16   177.829   294.873 180 N
HQ58      2N7002BKS_NXP_AK_SOIC_6P_26_85X/2N7002BKS AK_SOIC_6P_26_85X83   3780.00  13240.00    96.012   336.296 0   N
HQ59      2N7002BKS_NXP_AK_SOIC_6P_26_85X/2N7002BKS AK_SOIC_6P_26_85X83   3900.00  13240.00    99.060   336.296 0   N
HR99      R_R0402_H16_DISCRETE_1KOHM/1KOhm R0402_H16            5574.15   9642.40   141.583   244.917 180 N
HR115     R_R0402_H16_DISCRETE_49.9OHM/49.9Ohm R0402_H16            5574.15   9812.40   141.583   249.235 0   N
HR116     R_R0402_DISCRETE_100OHM/100OHM R0402                5574.15   9728.40   141.583   247.101 180 N
HR192     R_R0402_DISCRETE_33OHM/33Ohm R0402                5149.15   9757.40   130.788   247.838 180 N
HR347     R_R0402_DISCRETE_360OHM/360Ohm R0402                5574.15   9772.40   141.583   248.219 180 N
HR348     R_R0402_DISCRETE_33OHM/33Ohm R0402                5149.15   9802.40   130.788   248.981 180 N
HSBP_PWR1 PWR_CON_12P_STD_AK_PWR_2X6P_165/PWR_CON_12P AK_PWR_2X6P_165_LFA   9420.00  15690.00   239.268   398.526 0   N
HSBP_PWR2 PWR_2X2P_1HOLD_STD_AK_PWR_2X2P_/PWR_CON_4P AK_PWR_2X2P_165_1H_LFA  18540.97    295.66   470.941     7.510 270 N
I350_HEATSINK1 HEATSINK_AK_HSK_2P_1449X1017_HE/HEATSINK_2P AK_HSK_2P_1449X1017   1810.00   5470.00    45.974   138.938 90  N
I350_RUBBER1 06SP0000_78_AK_RUBBER_197X98_H4/06SP0000-78 AK_RUBBER_197X98_H43   1437.93   5022.12    36.523   127.562 0   N
I350_RUBBER2 06SP0000_78_AK_RUBBER_197X98_H4/06SP0000-78 AK_RUBBER_197X98_H43   2271.36   5152.50    57.693   130.874 90  N
I350_RUBBER3 06SP0000_78_AK_RUBBER_197X98_H4/06SP0000-78 AK_RUBBER_197X98_H43   2180.00   5930.00    55.372   150.622 0   N
I350_RUBBER4 06SP0000_78_AK_RUBBER_197X98_H4/06SP0000-78 AK_RUBBER_197X98_H43   1349.13   5792.67    34.268   147.134 90  N
I350_U1   AT25HP512_AK_SOIC_8P_50_197X236/AT25256B-SSHL-T AK_SOIC_8P_50_197X236_INT   1460.00   4770.00    37.084   121.158 90  N
IE_UART1  HEADER_1X3P_HD_1X3P_100_JVE_LFA/HEADER_1X3P HD_1X3P_100_JVE_LFA   3780.00  10170.00    96.012   258.318 0   N
ILANC38   C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             1020.00   5330.00    25.908   135.382 0   N
ILANC39   C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             1025.00   5130.00    26.035   130.302 0   N
ILANC40   C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             1020.00   5680.00    25.908   144.272 0   N
ILANC73   C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             1030.00   5900.00    26.162   149.860 0   N
ILANC74   C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             1020.00   6095.00    25.908   154.813 0   N
ILANC75   C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             1020.00   6140.00    25.908   155.956 0   N
ILANC76   C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             1020.00   4935.30    25.908   125.357 0   N
ILANC77   C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             1020.00   5380.00    25.908   136.652 0   N
ILANUD3   IP4223_CZ6_SOT457_DISCRETE_IP42/IP4223-CZ6 SOT457               1070.00   6000.00    27.178   152.400 90  N
ILANUD4   IP4223_CZ6_SOT457_DISCRETE_IP42/IP4223-CZ6 SOT457               1070.00   5800.00    27.178   147.320 90  N
ILANUD5   IP4223_CZ6_SOT457_DISCRETE_IP42/IP4223-CZ6 SOT457               1080.00   5030.00    27.432   127.762 90  N
ILANUD6   IP4223_CZ6_SOT457_DISCRETE_IP42/IP4223-CZ6 SOT457               1080.00   5230.00    27.432   132.842 90  N
IPMB1     WTOB_CON_1X4P_L_STD_AK_WTOB_D_1/WTOB_CON_1X4P AK_WTOB_D_1X4P_98_LFA   2930.11  10198.73    74.425   259.048 180 N
IPMI_LAN1 LAN_JACK_15P_2HD_UDE_STD_AK_LAN/LAN_JACK_15P AK_LAN_JACK_15P_2HD_UDE    340.18  10961.22     8.641   278.415 270 N
L2        BEAD_L0402_DISCRETE_120OHM/100M/120Ohm/100Mhz L0402                5593.89   5558.22   142.085   141.179 270 N
L7        BEAD_L0402_DISCRETE_120OHM/100M/120Ohm/100Mhz L0402                5735.76   5553.72   145.688   141.064 270 N
L12       BEAD_L0402_H24_120OHM/100MHZ/120OHM/100Mhz L0402_H24            2664.06  12384.39    67.667   314.564 180 N
L13       BEAD_L0402_DISCRETE_120OHM/100M/120Ohm/100Mhz L0402                2651.21  12253.27    67.341   311.233 270 N
L16       BEAD_L0402_DISCRETE_120OHM/100M/120Ohm/100Mhz L0402                3096.75  12478.00    78.657   316.941 180 N
L18       COMMON_CHOKE_12_43_CHOKE_4P_79X/90Ohm/100Mhz CHOKE_4P_79X47_FUKUI_H39   1300.91  11004.81    33.043   279.522 0   N
L19       COMMON_CHOKE_12_43_CHOKE_4P_79X/90Ohm/100Mhz CHOKE_4P_79X47_FUKUI_H39   1300.91  11089.81    33.043   281.681 0   N
L20       INDUCTOR_INDUCTOR_2P_146X114_DI/4.7UH INDUCTOR_2P_146X114   1501.84  11562.03    38.147   293.676 180 N
L21       COMMON_CHOKE_12_43_CHOKE_4P_79X/90Ohm/100Mhz CHOKE_4P_79X47_FUKUI_H39   1300.91  11180.94    33.043   283.996 0   N
L22       COMMON_CHOKE_12_43_CHOKE_4P_79X/90Ohm/100Mhz CHOKE_4P_79X47_FUKUI_H39   1300.91  11270.94    33.043   286.282 0   N
L23       INDUCTOR_L0402_68NH/68nH L0402                 435.01  12705.00    11.049   322.707 270 N
L24       INDUCTOR_L0402_68NH/68nH L0402                 435.00  12615.00    11.049   320.421 270 N
L25       INDUCTOR_L0402_68NH/68nH L0402                 440.00  12520.00    11.176   318.008 270 N
L26       INDUCTOR_L0402_68NH/68nH L0402                7779.79  13500.20   197.607   342.905 180 N
L27       INDUCTOR_L0402_68NH/68nH L0402                7619.78  13500.20   193.542   342.905 180 N
L28       INDUCTOR_L0402_68NH/68nH L0402                7459.78  13500.20   189.478   342.905 180 N
L29       BEAD_L0603_120OHM/100MHZ/120OHM/100Mhz L0603                5715.00   9730.00   145.161   247.142 180 N
L30       BEAD_L0603_120OHM/100MHZ/120OHM/100Mhz L0603                5715.00   9635.00   145.161   244.729 180 N
L31       BEAD_L0603_120OHM/100MHZ/120OHM/100Mhz L0603                5725.00   9370.00   145.415   237.998 0   N
L32       BEAD_L0603_120OHM/100MHZ/120OHM/100Mhz L0603                6165.00   9390.00   156.591   238.506 0   N
L33       BEAD_L0603_120OHM/100MHZ/120OHM/100Mhz L0603                5725.00   9470.00   145.415   240.538 0   N
L34       INDUCTOR_AK_INDUCTOR_2P_173X165/1UH AK_INDUCTOR_2P_173X165   2685.00   5955.00    68.199   151.257 270 N
LAN1      LAN_JACK_15P_2HD_UDE_STD_AK_LAN/LAN_JACK_15P AK_LAN_JACK_15P_2HD_UDE    340.18   5933.67     8.641   150.715 270 N
LAN2      LAN_JACK_15P_2HD_UDE_STD_AK_LAN/LAN_JACK_15P AK_LAN_JACK_15P_2HD_UDE    340.18   5146.26     8.641   130.715 270 N
LED80_1   LED_D_10P_LIGITEK_K2_AK_LED_D_1/RED AK_LED_D_10P_610X591_K2_LFA   7520.00  11990.00   191.008   304.546 0   N
LED_CATERR1 LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31      4117.00  11230.00   104.572   285.242 270 N
LED_CPLD_HB1 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   5555.00  10000.00   141.097   254.000 90  N
LED_FAN1  LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31     18649.53   1020.00   473.698    25.908 180 N
LED_FAN2  LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31     18635.00   3640.00   473.329    92.456 180 N
LED_FAN3  LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31     18265.00   6255.00   463.931   158.877 0   N
LED_FAN4  LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31     18590.00   8870.00   472.186   225.298 180 N
LED_FAN5  LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31     18640.00  11490.00   473.456   291.846 180 N
LED_FAN6  LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31     18639.38  15853.77   473.440   402.686 180 N
LED_FAN7  LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31     18205.00  10815.00   462.407   274.701 90  N
LED_FAN8  LED_AK_LED_2P_63X31_RED/RED AK_LED_2P_63X31     18640.00  15960.00   473.456   405.384 180 N
LED_POST0 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   7300.00  12610.00   185.420   320.294 270 N
LED_POST1 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   7360.00  12610.00   186.944   320.294 270 N
LED_POST2 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   7420.00  12610.00   188.468   320.294 270 N
LED_POST3 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   7480.00  12610.00   189.992   320.294 270 N
LED_POST4 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   7540.00  12610.00   191.516   320.294 270 N
LED_POST5 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   7600.00  12610.00   193.040   320.294 270 N
LED_POST6 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   7660.00  12610.00   194.564   320.294 270 N
LED_POST7 LED_AK_LED_2P_63X31_H24_GREEN/GREEN AK_LED_2P_63X31_H24   7720.00  12610.00   196.088   320.294 270 N
M2_1      NGFF_75P_4HOLD_FOXC_AK_NGFF_75P/NGFF_75P AK_NGFF_75P_20_4H_FOX   2678.13   5222.35    68.025   132.648 90  N
M2_2      NGFF_75P_4HOLD_FOXC_AK_NGFF_75P/NGFF_75P AK_NGFF_75P_20_4H_FOX   2678.61   4221.80    68.037   107.234 90  N
ME_RECOVERY1 HEADER_1X3P_HD_1X3P_100_JVE_LFA/HEADER_1X3P HD_1X3P_100_JVE_LFA   4540.00  10170.00   115.316   258.318 0   N
MFG1      HEADER_1X2P_HD_1X2P_100_FXCN_LF/HEADER_1X2P HD_1X2P_100_FXCN_LFA   5250.00  10170.00   133.350   258.318 0   N
MIPI1     BTOB_CON_60P_6HOLD_SAMT_AK_BTOB/BTOB_CON_60P AK_BTOB_CON_60P_20_6HOLD   8800.16   7582.65   223.524   192.599 90  N
MOS_HEATSINK1 HEATSINK_2POST_AK_HSK_2P_3220X3/HEATSINK_2P AK_HSK_2P_3220X354  16416.79  12555.90   416.986   318.920 90  N
MOS_HEATSINK2 HEATSINK_2POST_AK_HSK_2P_3220X3/HEATSINK_2P AK_HSK_2P_3220X354  16416.79   4214.96   416.986   107.060 90  N
MSAS_HD0  SAS_CAGE_72P_5HOLD_FCI_AK_SAS_C/MINI_SAS_72P AK_SAS_CAGE_72P_5HD_FCI   7964.20   4815.34   202.291   122.310 0   N
NCSI_SEL1 HEADER_1X3P_HD_1X3P_100_JVE_LFA/HEADER_1X3P HD_1X3P_100_JVE_LFA   4070.59   6330.65   103.393   160.799 0   N
NCSI_SEL2 HEADER_1X3P_HD_1X3P_100_JVE_LFA/HEADER_1X3P HD_1X3P_100_JVE_LFA   4068.17   6170.65   103.332   156.735 0   N
NMI_BTN1  HEADER_1X2P_HD_1X2P_100_FXCN_LF/HEADER_1X2P HD_1X2P_100_FXCN_LFA   4970.00  10430.00   126.238   264.922 0   N
NUT2      SCREWHOLE_SMT_AK_SMT_NUT_CT217B/CT217B152D122 AK_SMT_NUT_CT217B152D122   5731.76   4221.80   145.587   107.234 0   N
NUT3      SCREWHOLE_SMT_AK_SMT_NUT_CT217B/CT217B152D122 AK_SMT_NUT_CT217B152D122   6914.83   4221.80   175.637   107.234 0   N
NUT4      SCREWHOLE_SMT_AK_SMT_NUT_CT217B/CT217B152D122 AK_SMT_NUT_CT217B152D122   6914.36   5222.35   175.625   132.648 0   N
NUT5      SCREWHOLE_SMT_AK_SMT_NUT_CT217B/CT217B152D122 AK_SMT_NUT_CT217B152D122   5731.28   5222.35   145.575   132.648 0   N
OCP3      SLOT_168P_2HOD_AP_AK_SLOT_168P_/SLOT_168P AK_SLOT_168P_24_2HD_AP_H231   4683.10   8257.50   118.951   209.741 270 N
OSC1      OSC_4P_RD9_AK_OSC_4P_197X126_FU/50MHZ AK_OSC_4P_197X126_FUJICOM   2029.08  12262.73    51.539   311.473 270 N
PANEL1    HEADER_2X5P_K10_HD_2X5P_100_K10/HEADER_2X5P_K10 HD_2X5P_100_K10_PIN_D46_LFA   8378.00  16434.00   212.801   417.424 90  N
PASSWORD_CLEAR HEADER_1X3P_HD_1X3P_100_JVE_LFA/HEADER_1X3P HD_1X3P_100_JVE_LFA   4160.00  10300.00   105.664   261.620 0   N
PC1       C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             8361.00  12262.00   212.369   311.455 0   N
PC2       C_C0603_DISCRETE_0.1UF/25V/0.1UF/25V C0603                7935.23  11523.42   201.555   292.695 180 N
PC3       C_C0805_H57_DISCRETE_10UF/16V/10UF/16V C0805_H57            7940.23  11589.42   201.682   294.371 0   N
PC4       C_C0805_H57_DISCRETE_10UF/16V/10UF/16V C0805_H57            7940.23  11669.42   201.682   296.403 0   N
PC5       C_C0603_DISCRETE_10UF/6.3V/10UF/6.3V C0603                1916.60  11915.40    48.682   302.651 180 N
PC6       C_C0402_0.1UF/16V/0.1UF/16V C0402                2184.08  11853.65    55.476   301.083 0   N
PC7       C_C0402_0.1UF/16V/0.1UF/16V C0402                2245.00  12055.00    57.023   306.197 180 N
PC10      C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17733.85   5393.63   450.440   136.998 90  N
PC11      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17181.63   5274.57   436.413   133.974 90  N
PC12      C_C0402_4.7UF/6.3V/4.7UF/6.3V C0402               17260.00   5295.00   438.404   134.493 180 N
PC13      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17150.31   5436.74   435.618   138.093 0   N
PC15      C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17733.85   5303.63   450.440   134.712 90  N
PC16      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402               17130.00   5275.00   435.102   133.985 270 N
PC17      C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402               17445.00   5465.00   443.103   138.811 0   N
PC20      C_C0402_DISCRETE_3300PF/50V/3300PF/50V C0402               17350.00   5465.00   440.690   138.811 0   N
PC23      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17160.00   5210.23   435.864   132.340 180 N
PC33      C_C0402_0.22UF/16V/0.22UF/16V C0402               17555.75   5990.00   445.916   152.146 180 N
PC42      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17556.16   6108.93   445.926   155.167 0   N
PC43      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17556.16   7098.00   445.926   180.289 0   N
PC44      C_C0603_22UF/6.3V/22uF/6.3V C0603                2575.00  11040.00    65.405   280.416 0   N
PC45      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                2595.00  10995.00    65.913   279.273 0   N
PC46      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                2503.45  10871.00    63.588   276.123 180 N
PC47      C_C0402_0.1UF/16V/0.1UF/16V C0402                2700.00  11095.00    68.580   281.813 180 N
PC48      C_C0603_22UF/6.3V/22uF/6.3V C0603                2700.00  11050.00    68.580   280.670 180 N
PC49      C_C0603_22UF/6.3V/22uF/6.3V C0603                2700.00  11000.00    68.580   279.400 180 N
PC50      C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                2600.00  10805.00    66.040   274.447 0   N
PC51      C_C0402_DISCRETE_2200PF/50V/2200PF/50V C0402                2770.05  10848.81    70.359   275.560 0   N
PC52      C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                4005.00  11020.00   101.727   279.908 0   N
PC53      C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                4005.00  10940.00   101.727   277.876 0   N
PC54      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             4120.00  11060.00   104.648   280.924 90  N
PC56      C_C0603_22UF/6.3V/22uF/6.3V C0603                3800.00  10680.00    96.520   271.272 0   N
PC57      C_C0603_22UF/6.3V/22uF/6.3V C0603                3800.00  10920.00    96.520   277.368 0   N
PC58      C_C0402_0.1UF/16V/0.1UF/16V C0402                4020.00  10650.00   102.108   270.510 270 N
PC59      C_C0402_0.1UF/16V/0.1UF/16V C0402                4065.00  10650.00   103.251   270.510 90  N
PC60      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             3930.00  12250.00    99.822   311.150 0   N
PC61      C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                3975.00  12095.00   100.965   307.213 90  N
PC62      C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                3895.00  12095.00    98.933   307.213 90  N
PC63      C_C0603_22UF/6.3V/22uF/6.3V C0603                3957.39  11927.88   100.518   302.968 90  N
PC64      C_C0402_DISCRETE_15PF/50V/15PF/50V C0402                4227.00  12245.00   107.366   311.023 90  N
PC65      C_C0603_22UF/6.3V/22uF/6.3V C0603                4009.74  11927.13   101.847   302.949 90  N
PC66      C_C0402_0.1UF/16V/0.1UF/16V C0402                4310.00  12075.00   109.474   306.705 0   N
PC67      C_C0402_0.1UF/16V/0.1UF/16V C0402                4235.00  12145.00   107.569   308.483 90  N
PC68      C_C0603_22UF/6.3V/22uF/6.3V C0603                6065.47   8291.87   154.063   210.613 180 N
PC69      C_C0402_DISCRETE_0.022UF/16V/0.022UF/16V C0402                4997.52   6360.96   126.937   161.568 0   N
PC70      C_C0603_22UF/6.3V/22uF/6.3V C0603                6065.47   8341.87   154.063   211.883 180 N
PC71      C_C0603_22UF/6.3V/22uF/6.3V C0603                6065.47   8391.87   154.063   213.153 180 N
PC72      C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                5873.73   8704.98   149.193   221.106 90  N
PC73      C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                5890.00   8289.00   149.606   210.541 180 N
PC74      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             4394.79   5611.17   111.628   142.524 180 N
PC75      C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                5890.00   8370.00   149.606   212.598 180 N
PC76      C_C0402_0.1UF/16V/0.1UF/16V C0402                5830.00   8625.00   148.082   219.075 180 N
PC77      C_C0402_0.1UF/16V/0.1UF/16V C0402                6010.00   8630.00   152.654   219.202 180 N
PC78      C_C0402_DISCRETE_15PF/50V/15PF/50V C0402                5740.05   8671.41   145.797   220.254 0   N
PC79      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             4386.87   6100.83   111.426   154.961 180 N
PC80      C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                4685.00   6130.00   118.999   155.702 90  N
PC81      C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                4765.00   6130.00   121.031   155.702 90  N
PC82      C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             5040.00   6215.00   128.016   157.861 90  N
PC83      C_C0402_DISCRETE_0.22UF/6.3V/0.22UF/6.3V C0402                4923.54   6360.75   125.058   161.563 0   N
PC84      C_C0402_820PF/50V/820PF/50V C0402                4865.38   6380.00   123.581   162.052 90  N
PC85      C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                4870.00   6640.00   123.698   168.656 0   N
PC86      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                5090.00   6350.00   129.286   161.290 180 N
PC87      C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                5080.00   6725.00   129.032   170.815 180 N
PC88      C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                4767.40   6336.95   121.092   160.959 270 N
PC89      C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                4767.40   6432.95   121.092   163.397 90  N
PC90      C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                4970.00   6065.00   126.238   154.051 180 N
PC91      C_C0402_0.1UF/16V/0.1UF/16V C0402                5015.00   6579.00   127.381   167.107 0   N
PC92      C_C0402_0.1UF/16V/0.1UF/16V C0402                5015.00   6780.00   127.381   172.212 0   N
PC93      C_C0603_22UF/6.3V/22uF/6.3V C0603                5365.00   6385.00   136.271   162.179 90  N
PC94      C_C0603_22UF/6.3V/22uF/6.3V C0603                5425.00   5985.00   137.795   152.019 270 N
PC95      C_C0603_22UF/6.3V/22uF/6.3V C0603                5315.00   6385.00   135.001   162.179 90  N
PC96      C_C0603_22UF/6.3V/22uF/6.3V C0603                5415.00   6385.00   137.541   162.179 90  N
PC97      C_C0603_22UF/6.3V/22uF/6.3V C0603                5465.00   6385.00   138.811   162.179 90  N
PC102     C_C0603_22UF/6.3V/22uF/6.3V C0603                5325.00   5985.00   135.255   152.019 270 N
PC111     C_C0603_22UF/6.3V/22uF/6.3V C0603                5475.00   5985.00   139.065   152.019 270 N
PC113     C_C0603_22UF/6.3V/22uF/6.3V C0603                5375.00   5985.00   136.525   152.019 270 N
PC115     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                5095.00   5790.00   129.413   147.066 180 N
PC118     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             5855.00   8225.00   148.717   208.915 0   N
PC119     C_C0805_DISCRETE_10UF/16V/10UF/16V C0805                4685.26   5640.00   119.006   143.256 90  N
PC120     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             5040.00   5715.00   128.016   145.161 90  N
PC121     C_C0402_DISCRETE_2200PF/50V/2200PF/50V C0402                4854.39   5875.38   123.302   149.235 90  N
PC122     C_C0402_DISCRETE_0.22UF/6.3V/0.22UF/6.3V C0402                4940.00   5830.00   125.476   148.082 270 N
PC123     C_C0402_DISCRETE_0.022UF/16V/0.022UF/16V C0402                5007.37   5850.93   127.187   148.614 0   N
PC124     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402                4711.61   5834.31   119.675   148.191 270 N
PC125     C_C0402_DISCRETE_1UF/6.3V/1UF/6.3V C0402                4970.00   5570.00   126.238   141.478 180 N
PC127     C_C0402_DISCRETE_0.1UF/10V/0.1UF/10V C0402                4795.00   5929.00   121.793   150.597 90  N
PC128     C_C0603_22UF/6.3V/22uF/6.3V C0603                5500.00   5425.00   139.700   137.795 270 N
PC129     C_C0603_22UF/6.3V/22uF/6.3V C0603                5400.00   5425.00   137.160   137.795 270 N
PC131     C_C0603_22UF/6.3V/22uF/6.3V C0603                5300.00   5425.00   134.620   137.795 270 N
PC133     C_C0603_22UF/6.3V/22uF/6.3V C0603                5450.00   5425.00   138.430   137.795 270 N
PC134     C_C0603_22UF/6.3V/22uF/6.3V C0603                5315.00   5830.00   135.001   148.082 90  N
PC136     C_C0603_22UF/6.3V/22uF/6.3V C0603                5415.00   5830.00   137.541   148.082 90  N
PC140     C_C0603_22UF/6.3V/22uF/6.3V C0603                5350.00   5425.00   135.890   137.795 270 N
PC144     C_C0603_22UF/6.3V/22uF/6.3V C0603                5465.00   5830.00   138.811   148.082 90  N
PC145     C_C0603_22UF/6.3V/22uF/6.3V C0603                5365.00   5830.00   136.271   148.082 90  N
PC161     C_C0603_22UF/6.3V/22uF/6.3V C0603                5515.00   5830.00   140.081   148.082 90  N
PC163     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             5613.99   7423.29   142.595   188.552 0   N
PC164     C_C0805_H57_DISCRETE_10UF/16V/10UF/16V C0805_H57            5052.27   7495.00   128.328   190.373 90  N
PC165     C_C0805_H57_DISCRETE_10UF/16V/10UF/16V C0805_H57            5047.86   7709.79   128.216   195.829 270 N
PC166     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             5455.98   7475.04   138.582   189.866 90  N
PC167     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402             5545.00   7105.00   140.843   180.467 270 N
PC168     C_C0402_4700PF/50V/4700pF/50V C0402                5614.68   7493.91   142.613   190.345 0   N
PC169     C_C0402_0.1UF/16V/0.1UF/16V C0402                5455.00   8133.80   138.557   206.599 0   N
PC170     C_C0603_DISCRETE_10UF/6.3V/10UF/6.3V C0603                5152.00   8167.00   130.861   207.442 180 N
PC171     C_C0402_DISCRETE_3900PF/50V/3900PF/50V C0402                5320.39   8380.00   135.138   212.852 90  N
PC173     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402               17560.78   5039.95   446.044   128.015 270 N
PC174     C_C0402_DISCRETE_1000PF/50V/1000PF/50V C0402               17601.78   5039.95   447.085   128.015 270 N
PC175     C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17635.00   5465.00   447.929   138.811 180 N
PC176     C_C0402_DISCRETE_470PF/50V/470PF/50V C0402               17722.81   5488.30   450.159   139.403 90  N
PC202     C_AK_C0402_0.1UF/16V/0.1UF/16V AK_C0402            17757.67   5110.05   451.045   129.795 0   N
