---------------------------------------------------------------------------------------------------
                                 COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
ADM       TPS3895ADRYR_AK_DFN_6P_20_57X39/TPS3895ADRYR AK_DFN_6P_20_57X39_TI   5787.85   6848.60   147.011   173.954 180 N
PC1873    C_C0603_47UF/6.3V/47UF/6.3V C0603               13496.45  14729.08   342.810   374.119 180 Y
PC1874    C_C0603_47UF/6.3V/47UF/6.3V C0603               12495.00  15659.20   317.373   397.744 180 Y
PC1875    C_C0603_47UF/6.3V/47UF/6.3V C0603               12495.00  15969.20   317.373   405.618 180 Y
PC1876    C_C0603_47UF/6.3V/47UF/6.3V C0603               12499.92  16279.84   317.498   413.508 0   Y
PC1881    C_C0603_47UF/6.3V/47UF/6.3V C0603               12488.91  14202.94   317.218   360.755 0   Y
PC1882    C_C0603_22UF/6.3V/22uF/6.3V C0603               12495.00  14599.20   317.373   370.820 180 Y
PC1883    C_C0603_47UF/6.3V/47UF/6.3V C0603               12495.00  14729.20   317.373   374.122 180 Y
PC1884    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00  15039.20   321.056   381.996 0   Y
PC1885    C_C0603_22UF/6.3V/22uF/6.3V C0603               13491.00  14915.92   342.671   378.864 0   Y
PC1886    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00  15659.20   321.056   397.744 0   Y
PC1887    C_C0603_47UF/6.3V/47UF/6.3V C0603               12407.64  16149.31   315.154   410.192 0   Y
PC1888    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00  15969.20   321.056   405.618 0   Y
PC1889    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00  16279.20   321.056   413.492 0   Y
PC1894    C_C0603_22UF/6.3V/22uF/6.3V C0603               13332.00  14287.08   338.633   362.892 180 Y
PC1895    C_C0603_47UF/6.3V/47UF/6.3V C0603               12640.00  14599.20   321.056   370.820 0   Y
PC1896    C_C0603_47UF/6.3V/47UF/6.3V C0603               12495.00  14419.20   317.373   366.248 180 Y
PC1897    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00  14729.20   321.056   374.122 180 Y
PC1898    C_C0603_47UF/6.3V/47UF/6.3V C0603               13385.45  14729.08   339.990   374.119 180 Y
PC1899    C_C0603_47UF/6.3V/47UF/6.3V C0603               13442.00  14418.92   341.427   366.241 0   Y
PC1900    C_C0603_47UF/6.3V/47UF/6.3V C0603               13390.00  15657.08   340.106   397.690 180 Y
PC1901    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00  15969.20   313.182   405.618 0   Y
PC1902    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00  16459.20   313.182   418.064 0   Y
PC1904    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00  14289.20   313.182   362.946 0   Y
PC1905    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00  14419.20   321.056   366.248 180 Y
PC1906    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00  14599.20   313.182   370.820 0   Y
PC1907    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00  14909.20   313.182   378.694 0   Y
PC1908    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00  15039.20   313.182   381.996 0   Y
PC1909    C_C0603_22UF/6.3V/22uF/6.3V C0603               13555.00  15038.92   344.297   381.989 0   Y
PC1910    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00  15659.20   313.182   397.744 0   Y
PC1911    C_C0603_47UF/6.3V/47UF/6.3V C0603               13536.66  16465.10   343.831   418.214 180 Y
PC1912    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00  16279.20   313.182   413.492 0   Y
PC1913    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00  14419.20   313.182   366.248 0   Y
PC1914    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00  14729.20   313.182   374.122 0   Y
PC1915    C_C0603_47UF/6.3V/47UF/6.3V C0603               13343.00  15226.08   338.912   386.742 180 Y
PC1916    C_C0603_47UF/6.3V/47UF/6.3V C0603               13705.00  15534.20   348.107   394.569 180 Y
PC1917    C_C0603_47UF/6.3V/47UF/6.3V C0603               13541.00  15844.08   343.941   402.440 180 Y
PC1918    C_C0603_47UF/6.3V/47UF/6.3V C0603               13547.00  16154.08   344.094   410.314 180 Y
PC1919    C_C0603_22UF/6.3V/22uF/6.3V C0603               13556.64  16279.30   344.339   413.494 0   Y
PC1925    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00   8404.20   321.056   213.467 0   Y
PC1926    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00   8894.20   313.182   225.913 0   Y
PC1927    C_C0603_22UF/6.3V/22uF/6.3V C0603               12627.27   9024.13   320.733   229.213 180 Y
PC1928    C_C0603_47UF/6.3V/47UF/6.3V C0603               12445.00   9334.92   316.103   237.107 0   Y
PC1929    C_C0603_47UF/6.3V/47UF/6.3V C0603               12585.00   9824.92   319.659   249.553 0   Y
PC1930    C_C0603_22UF/6.3V/22uF/6.3V C0603               12495.00  10134.20   317.373   257.409 180 Y
PC1931    C_C0603_47UF/6.3V/47UF/6.3V C0603               13230.00  10265.00   336.042   260.731 180 Y
PC1932    C_C0603_22UF/6.3V/22uF/6.3V C0603               13160.00  10700.00   334.264   271.780 90  Y
PC1933    C_C0603_47UF/6.3V/47UF/6.3V C0603               12495.00  10574.20   317.373   268.585 0   Y
PC1934    C_C0603_47UF/6.3V/47UF/6.3V C0603               13705.00   8589.20   348.107   218.166 180 Y
PC1935    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00   8404.20   313.182   213.467 0   Y
PC1936    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00   8584.20   313.182   218.039 0   Y
PC1937    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00   8714.20   313.182   221.341 0   Y
PC1938    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00   9204.20   313.182   233.787 0   Y
PC1939    C_C0603_22UF/6.3V/22uF/6.3V C0603               12560.00   9335.08   319.024   237.111 180 Y
PC1940    C_C0603_47UF/6.3V/47UF/6.3V C0603               12495.00   9644.20   317.373   244.963 180 Y
PC1941    C_C0603_47UF/6.3V/47UF/6.3V C0603               12640.00  10134.20   321.056   257.409 180 Y
PC1942    C_C0603_22UF/6.3V/22uF/6.3V C0603               12495.00  10444.20   317.373   265.283 180 Y
PC1943    C_C0603_47UF/6.3V/47UF/6.3V C0603               13520.00  10579.92   343.408   268.730 0   Y
PC1944    C_C0603_47UF/6.3V/47UF/6.3V C0603               13705.00   8899.20   348.107   226.040 180 Y
PC1945    C_C0603_22UF/6.3V/22uF/6.3V C0603               13670.00   8714.20   347.218   221.341 180 Y
PC1946    C_C0603_47UF/6.3V/47UF/6.3V C0603               13705.00   9209.20   348.107   233.914 180 Y
PC1947    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00   9024.20   313.182   229.215 0   Y
PC1948    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00   9514.20   313.182   241.661 0   Y
PC1949    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00   9644.20   321.056   244.963 0   Y
PC1950    C_C0603_47UF/6.3V/47UF/6.3V C0603               12495.00   9954.20   317.373   252.837 180 Y
PC1951    C_C0603_47UF/6.3V/47UF/6.3V C0603               12643.68  10443.91   321.149   265.275 0   Y
PC1952    C_C0603_22UF/6.3V/22uF/6.3V C0603               12435.00  10670.00   315.849   271.018 180 Y
PC1958    C_C0603_22UF/6.3V/22uF/6.3V C0603               13670.00   8404.20   347.218   213.467 180 Y
PC1959    C_C0603_47UF/6.3V/47UF/6.3V C0603               13510.00   9035.00   343.154   229.489 180 Y
PC1960    C_C0603_22UF/6.3V/22uF/6.3V C0603               13670.00   9024.20   347.218   229.215 180 Y
PC1961    C_C0603_47UF/6.3V/47UF/6.3V C0603               13692.24   9533.52   347.783   242.151 180 Y
PC1962    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00   9334.20   313.182   237.089 0   Y
PC1963    C_C0603_47UF/6.3V/47UF/6.3V C0603               12330.00   9824.20   313.182   249.535 0   Y
PC1964    C_C0603_22UF/6.3V/22uF/6.3V C0603               12641.08   9953.46   321.083   252.818 180 Y
PC1965    C_C0603_47UF/6.3V/47UF/6.3V C0603               12495.00  10264.20   317.373   260.711 180 Y
PC1966    C_C0603_47UF/6.3V/47UF/6.3V C0603               12638.27  10668.61   321.012   270.983 0   Y
PC1967    C_C0603_22UF/6.3V/22uF/6.3V C0603               12640.00  10574.20   321.056   268.585 180 Y
PC1968    C_C0603_47UF/6.3V/47UF/6.3V C0603               12309.32  10668.60   312.657   270.982 0   Y
PC1969    C_C0603_22UF/6.3V/22uF/6.3V C0603               12330.00  10574.20   313.182   268.585 0   Y
PC1970    C_C0603_22UF/6.3V/22uF/6.3V C0603               16773.51   8235.03   426.047   209.170 180 Y
PC1971    C_C0603_22UF/6.3V/22uF/6.3V C0603               16773.48   8285.01   426.046   210.439 180 Y
PC1972    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.69   6410.69   271.290   162.832 0   Y
PC1973    C_C0603_22UF/6.3V/22uF/6.3V C0603               10760.28   6250.51   273.311   158.763 180 Y
PC1974    C_C0603_22UF/6.3V/22uF/6.3V C0603               10795.69   6410.69   274.211   162.832 180 Y
PC1975    C_C0603_22UF/6.3V/22uF/6.3V C0603               10802.82   6017.31   274.392   152.840 180 Y
PC1976    C_C0603_22UF/6.3V/22uF/6.3V C0603               10682.27   6100.32   271.330   154.948 0   Y
PC1977    C_C0603_22UF/6.3V/22uF/6.3V C0603               10797.27   6100.32   274.251   154.948 180 Y
PC1978    C_C0603_22UF/6.3V/22uF/6.3V C0603               10695.00    405.80   271.653    10.307 0   Y
PC1979    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.00    715.80   271.272    18.181 0   Y
PC1980    C_C0603_22UF/6.3V/22uF/6.3V C0603               10685.00   1020.80   271.399    25.928 0   Y
PC1981    C_C0603_22UF/6.3V/22uF/6.3V C0603               16574.40   1080.00   420.990    27.432 270 Y
PC1984    C_C0603_22UF/6.3V/22uF/6.3V C0603               10685.00   8589.20   271.399   218.166 0   Y
PC1985    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.00   8899.20   271.272   226.040 0   Y
PC1986    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.00   9209.20   271.272   233.914 0   Y
PC1987    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.00   9519.20   271.272   241.788 0   Y
PC1992    C_C0603_22UF/6.3V/22uF/6.3V C0603               16587.10  15939.64   421.312   404.867 180 Y
PC1993    C_C0603_22UF/6.3V/22uF/6.3V C0603               16587.10  15989.64   421.312   406.137 180 Y
PC1995    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.00  15534.20   271.272   394.569 0   Y
PC1996    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.00  15224.20   271.272   386.695 0   Y
PC1997    C_C0603_22UF/6.3V/22uF/6.3V C0603               10679.61  14914.05   271.262   378.817 0   Y
PC1998    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.00  14294.92   271.272   363.091 0   Y
PC1999    C_C0603_22UF/6.3V/22uF/6.3V C0603               10680.00  14604.92   271.272   370.965 0   Y
PC100784  C_C0603_22UF/6.3V/22uF/6.3V C0603               13783.01   8404.27   350.088   213.468 180 Y
PC100785  C_C0603_22UF/6.3V/22uF/6.3V C0603               13161.06   9025.51   334.291   229.248 180 Y
PC100786  C_C0603_22UF/6.3V/22uF/6.3V C0603               13160.00  10510.00   334.264   266.954 180 Y
PC100787  C_C0603_22UF/6.3V/22uF/6.3V C0603               13177.47   9604.69   334.708   243.959 180 Y
PC100788  C_C0603_22UF/6.3V/22uF/6.3V C0603               13190.00   9885.00   335.026   251.079 180 Y
PC100789  C_C0603_22UF/6.3V/22uF/6.3V C0603               13222.79   8095.67   335.859   205.630 180 Y
PC100790  C_C0603_22UF/6.3V/22uF/6.3V C0603               13136.18   5986.84   333.659   152.066 90  Y
PC100791  C_C0603_22UF/6.3V/22uF/6.3V C0603               13133.48   6172.42   333.590   156.779 180 Y
PC100792  C_C0603_22UF/6.3V/22uF/6.3V C0603               13205.56   7413.98   335.421   188.315 180 Y
PC100793  C_C0603_22UF/6.3V/22uF/6.3V C0603               13145.00   6795.00   333.883   172.593 180 Y
PC100794  C_C0603_22UF/6.3V/22uF/6.3V C0603               13200.00   2170.00   335.280    55.118 180 Y
PC100795  C_C0603_22UF/6.3V/22uF/6.3V C0603               13195.00   2480.00   335.153    62.992 180 Y
PC100796  C_C0603_22UF/6.3V/22uF/6.3V C0603               13200.00   1260.00   335.280    32.004 180 Y
PC100797  C_C0603_22UF/6.3V/22uF/6.3V C0603               13200.00    930.00   335.280    23.622 180 Y
PC100798  C_C0603_22UF/6.3V/22uF/6.3V C0603               13155.00    470.00   334.137    11.938 180 Y
PC100799  C_C0603_22UF/6.3V/22uF/6.3V C0603               13161.49  14729.22   334.302   374.122 180 Y
PC100800  C_C0603_22UF/6.3V/22uF/6.3V C0603               13160.00  16220.00   334.264   411.988 180 Y
PC100801  C_C0603_22UF/6.3V/22uF/6.3V C0603               13141.96  14357.05   333.806   364.669 180 Y
PC100802  C_C0603_22UF/6.3V/22uF/6.3V C0603               13157.34  14915.77   334.196   378.861 180 Y
PC100803  C_C0603_22UF/6.3V/22uF/6.3V C0603               13157.59  14988.94   334.203   380.719 180 Y
PCE5      CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        5251.00   5622.00   133.375   142.799 180 Y
PCE12     CAP_AK_C7343D_H75_330UF/6.3V/330UF/6.3V AK_C7343D_H75       16980.00   7440.00   431.292   188.976 0   Y
PCE13     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16675.00   6970.00   423.545   177.038 90  Y
PCE14     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   6040.00   431.292   153.416 0   Y
PCE15     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   6235.00   431.292   158.369 0   Y
PCE16     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   6430.00   431.292   163.322 0   Y
PCE17     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   6625.00   431.292   168.275 0   Y
PCE18     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   5845.00   431.292   148.463 0   Y
PCE19     CAP_AK_C3528_SANYO_H79_330UF/2./330UF/2.5V AK_C3528_SANYO_H79  16785.00   7935.00   426.339   201.549 0   Y
PCE22     CAP_AK_C7343D_H75_330UF/6.3V/330UF/6.3V AK_C7343D_H75       16855.00   1070.00   428.117    27.178 0   Y
PCE23     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16855.00   2285.00   428.117    58.039 0   Y
PCE24     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16855.00   2090.00   428.117    53.086 0   Y
PCE25     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16855.00   1895.00   428.117    48.133 0   Y
PCE26     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16855.00   1700.00   428.117    43.180 0   Y
PCE27     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16855.00   1505.00   428.117    38.227 0   Y
PCE28     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16550.00   1325.00   420.370    33.655 270 Y
PCE29     CAP_AK_C3528_SANYO_H79_330UF/2./330UF/2.5V AK_C3528_SANYO_H79  10085.00    925.00   256.159    23.495 90  Y
PCE33     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9400.00   3015.41   238.760    76.591 270 Y
PCE34     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9985.00   3015.41   253.619    76.591 270 Y
PCE35     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9790.00   3015.41   248.666    76.591 270 Y
PCE36     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9595.00   3015.41   243.713    76.591 270 Y
PCE39     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9080.00   3305.41   230.632    83.957 180 Y
PCE40     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9010.00   3015.41   228.854    76.591 270 Y
PCE41     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9205.00   3015.41   233.807    76.591 270 Y
PCE42     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        8815.00   3015.41   223.901    76.591 270 Y
PCE46     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   3225.00   407.162    81.915 0   Y
PCE47     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   3420.00   407.162    86.868 0   Y
PCE48     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   3615.00   407.162    91.821 0   Y
PCE49     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   3810.00   407.162    96.774 0   Y
PCE50     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   4005.00   407.162   101.727 0   Y
PCE51     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   4395.00   407.162   111.633 0   Y
PCE52     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   4590.00   407.162   116.586 0   Y
PCE53     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   4200.00   407.162   106.680 0   Y
PCE54     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   4785.00   407.162   121.539 0   Y
PCE55     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   4980.00   407.162   126.492 0   Y
PCE56     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16030.00   5175.00   407.162   131.445 0   Y
PCE60     CAP_AK_C7343D_H75_330UF/6.3V/330UF/6.3V AK_C7343D_H75       16865.00  15440.00   428.371   392.176 0   Y
PCE61     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16870.00  15005.00   428.498   381.127 0   Y
PCE62     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16870.00  14810.00   428.498   376.174 0   Y
PCE63     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16870.00  14615.00   428.498   371.221 0   Y
PCE64     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16870.00  14420.00   428.498   366.268 0   Y
PCE65     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16870.00  14225.00   428.498   361.315 0   Y
PCE66     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16870.00  14030.00   428.498   356.362 0   Y
PCE67     CAP_AK_C3528_SANYO_H79_330UF/2./330UF/2.5V AK_C3528_SANYO_H79  16633.74  16084.89   422.497   408.556 0   Y
PCE70     CAP_AK_C7343D_H75_330UF/6.3V/330UF/6.3V AK_C7343D_H75       16980.00   8905.00   431.292   226.187 0   Y
PCE72     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00  10270.00   431.292   260.858 0   Y
PCE73     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00  10075.00   431.292   255.905 0   Y
PCE74     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   9880.00   431.292   250.952 0   Y
PCE75     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   9685.00   431.292   245.999 0   Y
PCE76     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   9490.00   431.292   241.046 0   Y
PCE77     CAP_AK_C3528_SANYO_H79_330UF/2./330UF/2.5V AK_C3528_SANYO_H79  16770.00   8380.00   425.958   212.852 0   Y
PCE81     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9540.00  13735.00   242.316   348.869 90  Y
PCE82     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9735.00  13735.00   247.269   348.869 90  Y
PCE83     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9930.00  13735.00   252.222   348.869 90  Y
PCE84     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       10125.00  13735.00   257.175   348.869 90  Y
PCE86     CAP_AK_C7343D_H83_330UF/6.3V/330UF/6.3V AK_C7343D_H83        6815.00  10530.00   173.101   267.462 180 Y
PCE87     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9150.00  13735.00   232.410   348.869 90  Y
PCE88     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9345.00  13735.00   237.363   348.869 90  Y
PCE89     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        9210.00  13445.00   233.934   341.503 180 Y
PCE90     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75        8955.00  13735.00   227.457   348.869 90  Y
PCE94     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  13175.00   407.416   334.645 0   Y
PCE95     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  12980.00   407.416   329.692 0   Y
PCE96     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  12785.00   407.416   324.739 0   Y
PCE97     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  12590.00   407.416   319.786 0   Y
PCE98     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  12395.00   407.416   314.833 0   Y
PCE99     CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  12200.00   407.416   309.880 0   Y
PCE102    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  11615.00   407.416   295.021 0   Y
PCE103    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  12005.00   407.416   304.927 0   Y
PCE104    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  11810.00   407.416   299.974 0   Y
PCE105    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  13370.00   407.416   339.598 0   Y
PCE115    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       17040.06   2956.61   432.818    75.098 0   Y
PCE116    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       17040.06   2761.61   432.818    70.145 0   Y
PCE117    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  13565.00   407.416   344.551 0   Y
PCE120    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16020.00   3030.00   406.908    76.962 0   Y
PCE121    CAP_AK_C7343D_H75_330UF/6.3V/330UF/6.3V AK_C7343D_H75       16980.00   7245.00   431.292   184.023 0   Y
PCE122    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   7015.00   431.292   178.181 0   Y
PCE123    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   6820.00   431.292   173.228 0   Y
PCE124    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16550.00   2255.00   420.370    57.277 90  Y
PCE125    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16855.00   1310.00   428.117    33.274 0   Y
PCE126    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16560.00  14965.00   420.624   380.111 90  Y
PCE127    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16870.00  13835.00   428.498   351.409 0   Y
PCE129    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00   9295.00   431.292   236.093 0   Y
PCE130    CAP_AK_C7343D_H75_330UF/6.3V/330UF/6.3V AK_C7343D_H75       16855.00    875.00   428.117    22.225 0   Y
PCE131    CAP_AK_C7343D_H75_330UF/6.3V/330UF/6.3V AK_C7343D_H75       16865.00  15245.00   428.371   387.223 0   Y
PCE132    CAP_AK_C7343D_H75_330UF/6.3V/330UF/6.3V AK_C7343D_H75       16980.00   9100.00   431.292   231.140 0   Y
PCE133    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00  10705.00   431.292   271.907 0   Y
PCE134    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16980.00  10510.00   431.292   266.954 0   Y
PCE141    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16040.00  11420.00   407.416   290.068 0   Y
PCE142    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16687.05  10217.19   423.851   259.517 90  Y
PCE143    CAP_AK_C7343D_H75_470UF/2.5V/470UF/2.5V AK_C7343D_H75       16675.00   9310.00   423.545   236.474 270 Y
PCE144    CAP_AK_C7343D_H83_330UF/6.3V/330UF/6.3V AK_C7343D_H83        6815.00  10725.00   173.101   272.415 180 Y
PCE146    CAP_AK_C7343D_H83_330UF/6.3V/330UF/6.3V AK_C7343D_H83        6815.00  10335.00   173.101   262.509 180 Y
PCE149    CAP_AK_C7343D_H83_330UF/6.3V/330UF/6.3V AK_C7343D_H83        6815.00  10920.00   173.101   277.368 180 Y
PHY1      RTL8211E_VB_CG_12VIA_AK_QFN_48P/RTL8211E-VB-CG AK_QFN_48P_16_S236_PA_12V   1410.00  11790.00    35.814   299.466 0   Y
PJ1       SHORT_PIN_SC_SHORTPIN_SHORTPIN/SHORTPIN SHORTPIN            13535.58   7405.26   343.804   188.094 180 Y
PJ2       SHORT_PIN_SC_SHORTPIN_SHORTPIN/SHORTPIN SHORTPIN            13535.31   7348.56   343.797   186.653 180 Y
PJ3       SHORT_PIN_SC_SHORTPIN_SHORTPIN/SHORTPIN SHORTPIN            10728.48   7699.47   272.503   195.567 0   Y
PJ4       SHORT_PIN_SC_SHORTPIN_SHORTPIN/SHORTPIN SHORTPIN            10727.95   7755.97   272.490   197.002 0   Y
PJ7       SHORT_PIN_SC_AK_SHORTPIN_SHORTP/SHORTPIN AK_SHORTPIN         13076.79   7415.67   332.150   188.358 0   Y
